activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7642795,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000190,BAO_0000249,cell membrane format,COc1ccc2cc(CC(=O)O)ccc2c1,,,CHEMBL1909046,,,,CHEMBL1105,6-METHOXY-2-NAPHTHYLACETIC ACID,CHEMBL1105,,0,,1539449,,15,0,,,IC50,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7642796,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,COc1ccc2cc(CC(=O)O)ccc2c1,,,CHEMBL1909046,,,,CHEMBL1105,6-METHOXY-2-NAPHTHYLACETIC ACID,CHEMBL1105,,0,,1539449,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7642910,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000190,BAO_0000249,cell membrane format,CC(=O)Nc1nnc(S(N)(=O)=O)s1,,,CHEMBL1909046,,,,CHEMBL20,ACETAZOLAMIDE,CHEMBL20,,0,,1539457,,15,0,,,IC50,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7642911,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,CC(=O)Nc1nnc(S(N)(=O)=O)s1,,,CHEMBL1909046,,,,CHEMBL20,ACETAZOLAMIDE,CHEMBL20,,0,,1539457,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7643032,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000190,BAO_0000249,cell membrane format,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)C)C[C@@H](O)C[C@@H]1O,,,CHEMBL1909046,,,,CHEMBL1601669,ALFACALCIDOL,CHEMBL1601669,,0,,1539465,,15,0,,,IC50,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7643033,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)C)C[C@@H](O)C[C@@H]1O,,,CHEMBL1909046,,,,CHEMBL1601669,ALFACALCIDOL,CHEMBL1601669,,0,,1539465,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7643123,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000190,BAO_0000249,cell membrane format,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,,,CHEMBL1909046,,,,CHEMBL661,ALPRAZOLAM,CHEMBL661,,0,,1539473,,15,0,,,IC50,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7643124,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,,,CHEMBL1909046,,,,CHEMBL661,ALPRAZOLAM,CHEMBL661,,0,,1539473,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7643247,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000190,BAO_0000249,cell membrane format,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,,,CHEMBL1909046,,,,CHEMBL488,AMINOGLUTETHIMIDE,CHEMBL488,,0,,1539481,,15,0,,,IC50,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7643248,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,,,CHEMBL1909046,,,,CHEMBL488,AMINOGLUTETHIMIDE,CHEMBL488,,0,,1539481,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7643434,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000190,BAO_0000249,cell membrane format,CCC1(CCC(C)C)C(=O)N=C(O)NC1=O,,,CHEMBL1909046,,,,CHEMBL267894,AMOBARBITAL,CHEMBL267894,,0,,1539489,,15,0,,,IC50,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7643435,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,CCC1(CCC(C)C)C(=O)N=C(O)NC1=O,,,CHEMBL1909046,,,,CHEMBL267894,AMOBARBITAL,CHEMBL267894,,0,,1539489,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7643525,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000190,BAO_0000249,cell membrane format,N#C[C@H](O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1,,,CHEMBL1909046,,,,CHEMBL461727,AMYGDALIN,CHEMBL461727,,0,,1539497,,15,0,,,IC50,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7643526,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,N#C[C@H](O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1,,,CHEMBL1909046,,,,CHEMBL461727,AMYGDALIN,CHEMBL461727,,0,,1539497,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7644202,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000190,BAO_0000249,cell membrane format,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,,,CHEMBL1909046,,,,CHEMBL106,FLUCONAZOLE,CHEMBL106,,0,,1539770,,15,0,,,IC50,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7644203,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,,,CHEMBL1909046,,,,CHEMBL106,FLUCONAZOLE,CHEMBL106,,0,,1539770,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7644303,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000190,BAO_0000249,cell membrane format,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,,,CHEMBL1909046,,,,CHEMBL989,FLUOCINOLONE ACETONIDE,CHEMBL989,,0,,1539778,,15,0,,,IC50,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7644304,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,,,CHEMBL1909046,,,,CHEMBL989,FLUOCINOLONE ACETONIDE,CHEMBL989,,0,,1539778,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
,7645218,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000190,BAO_0000249,cell membrane format,Clc1cc(Cl)c(OCC#CI)cc1Cl,,,CHEMBL1909046,,,"{'bei': '15.79', 'le': '0.56', 'lle': '1.29', 'sei': '61.82'}",CHEMBL1289,HALOPROGIN,CHEMBL1289,5.71,0,http://www.openphacts.org/units/Nanomolar,1539827,=,15,1,=,,IC50,nM,,1969.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,uM,UO_0000065,,1.969
,7645219,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,Clc1cc(Cl)c(OCC#CI)cc1Cl,,,CHEMBL1909046,,,"{'bei': '16.06', 'le': '0.57', 'lle': '1.39', 'sei': '62.90'}",CHEMBL1289,HALOPROGIN,CHEMBL1289,5.80,0,http://www.openphacts.org/units/Nanomolar,1539827,=,15,1,=,,Ki,nM,,1565.0,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,uM,UO_0000065,,1.565
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7645325,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000190,BAO_0000249,cell membrane format,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,,,CHEMBL1909046,,,,CHEMBL389621,HYDROCORTISONE,CHEMBL389621,,0,,1539835,,15,0,,,IC50,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7645326,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,,,CHEMBL1909046,,,,CHEMBL389621,HYDROCORTISONE,CHEMBL389621,,0,,1539835,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7645455,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000190,BAO_0000249,cell membrane format,O=P1(NCCCl)OCCCN1CCCl,,,CHEMBL1909046,,,,CHEMBL1024,IFOSFAMIDE,CHEMBL1024,,0,,1539843,,15,0,,,IC50,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7645456,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,O=P1(NCCCl)OCCCN1CCCl,,,CHEMBL1909046,,,,CHEMBL1024,IFOSFAMIDE,CHEMBL1024,,0,,1539843,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7645761,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000190,BAO_0000249,cell membrane format,CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1,,,CHEMBL1909046,,,,CHEMBL1902981,EPERISONE,CHEMBL1902981,,0,,1539731,,15,0,,,IC50,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7645762,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1,,,CHEMBL1909046,,,,CHEMBL1902981,EPERISONE,CHEMBL1902981,,0,,1539731,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7645827,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000190,BAO_0000249,cell membrane format,CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,,,CHEMBL1909046,,,,CHEMBL2220427,ERYTHROMYCIN PROPIONATE,CHEMBL2220427,,0,,1539739,,15,0,,,IC50,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7645828,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,,,CHEMBL1909046,,,,CHEMBL2220427,ERYTHROMYCIN PROPIONATE,CHEMBL2220427,,0,,1539739,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7645939,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000190,BAO_0000249,cell membrane format,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,,,CHEMBL1909046,,,,CHEMBL241694,ETHISTERONE,CHEMBL241694,,0,,1539747,,15,0,,,IC50,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7645940,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,,,CHEMBL1909046,,,,CHEMBL241694,ETHISTERONE,CHEMBL241694,,0,,1539747,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7646068,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000190,BAO_0000249,cell membrane format,CC12CCC(CC1)C(C)(C)O2,,,CHEMBL1909046,,,,CHEMBL485259,EUCALYPTOL,CHEMBL485259,,0,,1539755,,15,0,,,IC50,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7646069,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,CC12CCC(CC1)C(C)(C)O2,,,CHEMBL1909046,,,,CHEMBL485259,EUCALYPTOL,CHEMBL485259,,0,,1539755,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7646627,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000190,BAO_0000249,cell membrane format,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,,,CHEMBL1909046,,,,CHEMBL806,FLUTAMIDE,CHEMBL806,,0,,1539787,,15,0,,,IC50,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7646628,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,,,CHEMBL1909046,,,,CHEMBL806,FLUTAMIDE,CHEMBL806,,0,,1539787,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7646767,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000190,BAO_0000249,cell membrane format,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC.[I-].[I-].[I-],,,CHEMBL1909046,,,,CHEMBL1200993,GALLAMINE TRIETHIODIDE,CHEMBL360055,,0,,1539795,,15,0,,,IC50,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7646768,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC.[I-].[I-].[I-],,,CHEMBL1909046,,,,CHEMBL1200993,GALLAMINE TRIETHIODIDE,CHEMBL360055,,0,,1539795,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7646900,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000190,BAO_0000249,cell membrane format,CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,,,CHEMBL1909046,,,,CHEMBL3039597,GENTAMICIN,CHEMBL3039597,,0,,1539803,,15,0,,,IC50,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7646901,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,,,CHEMBL1909046,,,,CHEMBL3039597,GENTAMICIN,CHEMBL3039597,,0,,1539803,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7647006,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000190,BAO_0000249,cell membrane format,NCC(=O)O,,,CHEMBL1909046,,,,CHEMBL773,GLYCINE,CHEMBL773,,0,,1539811,,15,0,,,IC50,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7647007,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,NCC(=O)O,,,CHEMBL1909046,,,,CHEMBL773,GLYCINE,CHEMBL773,,0,,1539811,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7647140,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000190,BAO_0000249,cell membrane format,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,,,CHEMBL1909046,,,,CHEMBL562,GRISEOFULVIN,CHEMBL562,,0,,1539819,,15,0,,,IC50,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7647141,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,,,CHEMBL1909046,,,,CHEMBL562,GRISEOFULVIN,CHEMBL562,,0,,1539819,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
,7647718,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000190,BAO_0000249,cell membrane format,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,,,CHEMBL1909046,,,"{'bei': '14.92', 'le': '0.27', 'lle': '-0.21', 'sei': '23.72'}",CHEMBL305660,EBASTINE,CHEMBL305660,7.01,0,http://www.openphacts.org/units/Nanomolar,1539723,=,15,1,=,,IC50,nM,,98.7,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,uM,UO_0000065,,0.0987
,7647719,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,,,CHEMBL1909046,,,"{'bei': '15.13', 'le': '0.28', 'lle': '-0.11', 'sei': '24.05'}",CHEMBL305660,EBASTINE,CHEMBL305660,7.11,0,http://www.openphacts.org/units/Nanomolar,1539723,=,15,1,=,,Ki,nM,,78.4,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,uM,UO_0000065,,0.0784
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7648335,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000190,BAO_0000249,cell membrane format,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,,,CHEMBL1909046,,,,CHEMBL1297,FENOPROFEN,CHEMBL1297,,0,,1539763,,15,0,,,IC50,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7648336,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000192,BAO_0000249,cell membrane format,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,,,CHEMBL1909046,,,,CHEMBL1297,FENOPROFEN,CHEMBL1297,,0,,1539763,,15,0,,,Ki,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,Ki,,,,
Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7648477,[],CHEMBL1909143,DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55),B,,,BAO_0000190,BAO_0000249,cell membrane format,Nc1[nH]c(=O)ncc1F,,,CHEMBL1909046,,,,CHEMBL1463,FLUCYTOSINE,CHEMBL1463,,0,,1539771,,15,0,,,IC50,,,,CHEMBL238,Homo sapiens,Dopamine transporter,9606,,,IC50,,,,
